address,function,length,setpoint,gain,'reset rate',deadband,'cycle time',rate,'system mode','control scheme',pump,solenoid,'pressure measurement','crc rate','command response',time,'specific result'
4,16,90,7.73,113,0.3385,0.79,0.87,0,0,1,0,0,7.27E+35,33717,1,1418932330,18
4,16,90,5.36,117,0.2162,0.33,1.26,0,1,1,0,0,7.27E+35,51900,1,1418874529,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418956098,18
4,16,90,15.3,117,0.3273,0.7,1.08,0,0,0,0,1,7.27E+35,23009,1,1418924893,18
4,16,90,19.7,112,0.3846,0.62,0.87,0,0,0,0,0,7.27E+35,19124,1,1418954496,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418802076,18
4,16,90,18.1,118,0.2602,0.76,0.87,0,0,0,1,1,7.27E+35,48829,1,1418940936,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418855607,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418855594,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418915398,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418855684,18
4,16,90,9.05,112,0.2358,0.51,1.26,0,0,1,1,1,7.27E+35,48184,1,1418900047,18
4,16,90,3.26,115,0.2754,0.49,1,0,2,1,0,0,7.27E+35,42238,1,1418802083,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418899233,18
4,16,90,12.5,117,0.2162,0.33,1.26,0,1,1,0,1,7.27E+35,53087,1,1418874449,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418906907,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418848245,18
4,16,90,14.5,115,0.2754,0.49,1,0,0,1,0,0,7.27E+35,11665,1,1418802047,18
4,16,90,15.3,117,0.3959,0.7,1.08,0,0,0,0,1,7.27E+35,60094,1,1418924907,18
4,16,90,2.54,110,0.2688,0.33,1.26,0,0,1,0,1,7.27E+35,54212,1,1418893421,18
4,16,90,3.98,113,0.3385,0.65,0.87,0,0,0,0,1,7.27E+35,41651,1,1418932732,18
4,16,90,4.25,117,0.2168,0.66,0.87,0,0,1,1,0,7.27E+35,3227,1,1418955257,18
4,16,90,5.22,117,0.3187,0.43,1.48,0,2,1,0,0,7.27E+35,5252,1,1418805358,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418940953,18
4,16,90,19.7,112,0.3846,0.35,0.87,0,0,0,0,0,7.27E+35,58712,1,1418954519,18
4,16,90,12.2,111,0.2671,0.63,0.79,0,0,0,0,0,7.27E+35,65465,1,1418799876,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418805329,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418805376,18
4,16,90,19.4,118,0.2602,0.76,0.87,0,0,0,1,0,7.27E+35,47867,1,1418941253,18
4,16,90,6.27,111,0.225,0.6,0.95,0,0,0,0,1,7.27E+35,20968,1,1418809804,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418955284,18
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418873933,18
