address,function,length,setpoint,gain,'reset rate',deadband,'cycle time',rate,'system mode','control scheme',pump,solenoid,'pressure measurement','crc rate','command response',time,'specific result'
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418786229,14
4,16,90,7.6,113,0.2695,0.3,1.26,0,2,1,0,0,7.27227E+35,12868,1,1418843181,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418772753,16
4,16,90,8.35,116,0.2678,0.79,0.87,0,2,1,1,0,7.27227E+35,17985,1,1418956476,13
4,16,90,6.93,110,0.2817,0.54,0.69,0,2,1,0,0,7.27227E+35,12336,1,1418776264,15
4,16,90,19.3,110,0.2688,0.54,1.26,0,2,1,1,0,7.27227E+35,13382,1,1418892717,17
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418865483,13
4,16,90,9.18,113,0.2881,0.79,0.9,0,2,1,0,1,7.27227E+35,17990,1,1418739993,13
4,16,90,16.6,111,0.3506,0.44,1.26,0,0,1,0,1,7.27227E+35,17200,1,1418889164,13
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418937030,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418814306,13
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418950212,14
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418703525,16
4,16,90,18.8,111,0.384,0.67,0.56,0,2,0,1,0,7.27227E+35,14393,1,1418815862,17
4,16,90,19.3,118,0.3613,0.39,1.26,0,1,1,0,0,7.27227E+35,17205,1,1418843932,15
4,16,90,6.58,112,0.3109,0.64,1.33,0,2,1,1,0,7.27227E+35,12851,1,1418807060,17
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418912963,17
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418830289,14
4,16,90,9.31,115,0.2772,0.33,0.9,0,1,1,1,1,7.27227E+35,13381,1,1418692002,15
4,16,90,15.1,110,0.3413,0.37,0.9,0,1,1,1,0,7.27227E+35,13874,1,1418798762,16
4,16,90,6.28,119,0.3963,0.61,1.26,0,1,0,1,0,7.27227E+35,14135,1,1418913573,16
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418760796,16
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418854901,17
4,16,90,2.45,112,0.2475,0.49,0.9,0,1,0,1,0,7.27227E+35,16961,1,1418724797,16
4,16,90,18.7,113,0.3507,0.56,1.26,0,1,1,1,0,7.27227E+35,12866,1,1418863296,16
4,16,90,19.9,110,0.3357,0.45,0.9,0,1,1,0,1,7.27227E+35,12338,1,1418745795,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418696461,13
4,16,90,15.8,115,0.3729,0.23,0.9,0,2,0,1,0,7.27227E+35,14640,1,1418691369,17
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418826327,16
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418859046,17
4,16,90,15.5,115,0.2022,0.63,1.24,0,2,1,0,0,7.27227E+35,13113,1,1418796104,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418927583,16
4,16,90,8.56,118,0.3406,0.41,1.26,0,0,1,0,0,7.27227E+35,14391,1,1418890094,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418860648,13
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418806532,13
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418693651,14
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418724807,16
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418796079,15
4,16,90,8.23,119,0.2817,0.49,0.9,0,1,1,1,0,7.27227E+35,13892,1,1418727887,16
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418915986,17
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27227E+35,17718,0,1418912535,15
