address,function,length,setpoint,gain,'reset rate',deadband,'cycle time',rate,'system mode','control scheme',pump,solenoid,'pressure measurement','crc rate','command response',time,'specific result'
4,16,90,14.9,118,0.2199,0.69,0.9,0,2,0,1,0,7.27E+35,13105,1,1418695923,17
4,16,90,3.89,118,0.3791,0.41,0.87,0,0,1,0,1,7.27E+35,13110,1,1418930532,13
4,16,90,1.71,115,0.2754,0.2,1,0,1,1,0,1,7.27E+35,12849,1,1418802134,14
4,16,90,10.5,112,0.2055,0.37,1.26,0,2,1,1,0,7.27E+35,13890,1,1418852630,17
4,16,90,8.56,118,0.3406,0.58,1.26,0,1,1,0,0,7.27E+35,13623,1,1418890050,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418948817,15
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418729503,14
4,16,90,10.8,110,0.2032,0.41,1.26,0,1,1,1,0,7.27E+35,16708,1,1418872621,16
4,16,90,5.03,116,0.3108,0.56,1.26,0,1,1,1,0,7.27E+35,17712,1,1418920829,16
4,16,90,10,113,0.2201,0.67,1.26,0,2,0,1,0,7.27E+35,12853,1,1418898714,17
4,16,90,15.1,111,0.3513,0.32,1.26,0,0,0,1,1,7.27E+35,13894,1,1418860665,13
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418770249,17
4,16,90,17.8,118,0.2983,0.69,0.57,0,0,0,1,0,7.27E+35,16944,1,1418753707,14
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418841314,17
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418957766,16
4,16,16,10.535523,112.986771,0.305917,0.48863,1.050153,0.012535,0.491108,0.657535,0.318222,0.461201,7.27E+35,17718,0,1418939438,16
